tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
435728,SELİM YAZAR,2016,"Dişi ve erkek ratlarda kastrasyonun (orşiektomi ve ovariektomi) mesane duvarı, mesane trigonu ve proksimal üretrada endotelyal, indüklenen ve nöronal nitrik oksit düzeylerine etkileri ve üriner sistem fonksiyonları ile ilişkisi<br><span style='font-style: italic';>Relations between castration and male and female rat\'s bladder wall, trigon and proximal urethra on endothelial, inducible and neuronal nitric oxide levels",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('IcuCMo11X7cGyp-Qz66X9w','XHEncBfgAmW0npCgX8hRqA')"
663625,SAİDE KANDİL KAYA,2021,Yenidoğan yoğun bakım ünitesinde  tedavi gören hastaların işitme testi sonuçlarına etki eden faktörler<br><span style='font-style: italic';>Factor affecting the hearing test of patientsreceiving treatment in the neonatal intensive care unit,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('RfTTOY4Jr_znCawFzBzjKw','znnksAiEy8MCQoLQ85XZsA')"
608931,SİBEL DEMİRBAŞ,2019,Kronik hemodiyaliz hastalarında nütrisyonel durumun belirlenmesinde ultrasonografi ile ölçülen temporal kas kalınlığının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of temporal muscle thickness measured by ultrasonography in the determination of nutritional status of chronic hemodialysis patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nefroloji = Nephrology," onclick=tezDetay('XBS40kwB3qqaU4spGuA_bQ','MgR774YyTsa0g9cEfgL8pg')"
506751,SİNAN GÖRMEZ,2018,Keten tohumu yağının kırık iyileşmesi üzerine etkilerinin sıçanlarda deneysel olarak değerlendirilmesi<br><span style='font-style: italic';>Evalutaion of flax-seed oil effects on fracture healing in rats experimentally,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('fIngzGeWEzNvdgE_Sz8Nog','XCuteYHDdR_faDxHbmitRA')"
497475,RUKİYE YILMAZ,2017,Kolorektal adenom ve karsinomlarda mikrosatellit instabilitesinin immünohistokimyasal olarak değerlendirilmesi ve histopatolojik bulgularla karşılaştırılması<br><span style='font-style: italic';>Evaluation of microsatellite instability in colorectal adenomas and carcinomas by immunohistochemistry and comparison with histopathological features,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('AK52DSVtaoNp1eo_3gerNA','5kfz2G4il9zEnziAPCikEw')"
577358,SEDA ÇINAR,2019,Radyoterapinin sıçan beyninde oluşturduğu hasarı önlemede deksmedetomidin etkili olabilir mi?<br><span style='font-style: italic';>Can dexmedetomidine be effective to protect on rat brain damage of radiotherapy?,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Histoloji ve Embriyoloji = Histology and Embryology," onclick=tezDetay('f1f3udfrKZrOCciwmJ3Sdg','DVfMX09j1OyYL1jeBQUUgA')"
682286,ENES DALMANOĞLU,2021,"HIV pozitif hastaların sosyodemografik özellikleri, genel psikolojik durumu ve yaşam kalitelerinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of sociodemographic features, general psychological status and quality of life of HIV-positive patients",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Klinik Bakteriyoloji ve Enfeksiyon Hastalıkları = Clinical Microbiology and Infectious Diseases," onclick=tezDetay('0eZkHPVF8DcbPzJj4_6ucw','AQpnkieQXx10ykFlfgJ2Jg')"
703110,ECE HASTAŞ USTA,2021,Akut koroner sendromlu hastalarda koroner arter hastalığı yaygınlığı ile inflamatuar belirteç düzeyleri arasındaki ilişkinin araştırılması<br><span style='font-style: italic';>the relation between inflammatory markers and coronary artery disease severity in patients with acut coronary sendrom,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('_qxbC5KE8oD6cFssoxWX6Q','HvK3yWKuSxBPobM5tC5mNw')"
623654,MEHMET TARIK BARAN,2020,Yeni tanı meme kanseri olgularda PET-CT ve MR görüntüleme yöntemlerinin aksiller lenf nodu cerrahisi yöntemine katkısı<br><span style='font-style: italic';>,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('4faJvh1fcBukmI9LKKeLbw','wk7CmtLnrwKVUf32Jl2UpQ')"
608712,HÜSEYİN DURU,2019,Kronik böbrek hastalarında kan basıncı variabilitesi ve progresyon ilişkisi<br><span style='font-style: italic';>The relationship between blood pressure variabilityand renal progress in chronic kidney patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nefroloji = Nephrology," onclick=tezDetay('fJUxpam9OkNkcmDX2SYaMQ','qAEpSUZA5e-CUsZeIjmEQQ')"
694312,MEHPARE SUNTUR,2021,"Meme karsinomlarında immunhistokimyasal olarak siklin D1 ekspresyonunun intratümöral lenfositik yanıt ve diğer prognostik faktörler ile arasındaki ilişkisi<br><span style='font-style: italic';>The relationship between cyclin D1 expression and intratumoral lymphocytic response, and other prognostic factors in breast carcinomas",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('iP92zBNHCWpm79Ymtji6hQ','SACWsDC1MqwBH1BCqq4H0w')"
515070,MAHMURE ŞEHİRLİ,2018,Psöriazisin etyopatogenezinde kalretikülinin rolü<br><span style='font-style: italic';>The role of calreticulin in etiopathogenesis of psoriasis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('Piek7fVwt7J86IW375pPkw','GXS5LA2unpjIc-yOa-jAtA')"
691468,RIZA AKTEPE,2021,"Sıçan ovaryum iskemi - reperfüzyon modelinde, lamotrigin\'in uzun dönem koruyucu etkileri<br><span style='font-style: italic';>Long-term protective effects of lamotrigine in rat ovarian ischemia – reperfusion model",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anatomi = Anatomy," onclick=tezDetay('yamgPhS06O38UKbrMJu7_g','FDSU9hncDFlaiL7pF-u8qw')"
550432,ERDEM ÖZKAYA,2019,"İnmeli hastalarda algılanan sosyal destek ile fonksiyonel durum, yaşam kalitesi ve dhttp://172.16.2.176:8102/UlusalTezMerkezi/YonetimPaneli/tezDetay.jsp?sira=2300epresyon arasındaki ilişki<br><span style='font-style: italic';>The relationship between perceived social support and functional status, quality of life and depression in stroke patients",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('7cNWs90D_Fn2-v9gJ5bhlA','HrajlJR-J2vF3VS8zZJxLA')"
675317,SERHAT FARUK ÖZYÜREK,2021,Gestasyonel diyabetes mellitus hastalarında chemerin ve fetuin-A seviyelerinin değerlendirilmesi<br><span style='font-style: italic';>Gestasyonel diyabetes mellitus hastalarında chemerin ve fetuin-A seviyelerinin değerlendirilmesi,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('0d3jwExR4ux3p2O27r1Nvw','MEEbwadZDK06tED_Px44Wg')"
557894,MAKSUDE ESRA KADIOĞLU,2019,"Yeni tanı meme kanserli hastalarda 1,5 tesla manyetik  rezonans cihazı ile elde olunan kısaltılmış meme manyetik rezonans görüntüleme protokollerinin preoperatif evrelemedeki etkinliği<br><span style='font-style: italic';>",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('tiyc86U-Opkj8xxdGMpJTA','yYgNPGHlvy7CezvKctAV0A')"
509683,HALİL İBRAHİM AKSOY,2018,Tekrarlayan idrar yolu enfeksiyonu olan çocuklarda distal kolon çapı ve rektum çapının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of distal colon diameter and recal diameter i̇n children with repeated urinary tract infection,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('0SmHH2PY8sCdvPwHgupeqg','VGLgeCZJbP3CfmvoKgUQiw')"
668628,BURAK OKUMUŞ,2021,Major depresı̇f bozukluk tanısı olan hastalarda ı̇rı̇sı̇n düzeylerı̇nı̇n ı̇ncelenmesı̇<br><span style='font-style: italic';>Investigation of irisin levels in patients withmajor depressive disorder,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('qH7cylv-E9ZKMXYUFORIzg','x6zF5O9mFuYlbFLC7y8csw')"
537806,YAVUZ ORUÇ,2013,Retina ven tıkanıklığına bağlı gelişen makula ödeminde intravitreal bevacizumab enjeksiyonu sonuçlarımız<br><span style='font-style: italic';>The results of intravitreal becavizumab injection in the macular edema associated with retina ven occlusion,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('1e-Vzju5t-QIBfZ6EX-WFw','8VRHMzeXOpVH4Ce1lCh-vQ')"
653563,GÖKHAN ŞAFAK,2021,X-ray radyasyon ile indüklenmiş parotis hasarına karşı dexmedetomidin ve amifostinin etkilerinin karşılaştırılması<br><span style='font-style: italic';>Comparison of effects of dexmedetomidine andamifostine against x-ray radiation-induced parotis damage,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('ggehfLdljmLnJ0yBcRmZJQ','mZFCnnHXPN2bCACA5faj2w')"
705324,MERVE NUR SERÇE ÖZKOÇ,2021,Recep Tayyip Erdoğan Üniversitesi Eğitim ve Araştırma Hastanesi evde sağlık hizmetleri birimi\'nde kayıtlı geriatrik hastaların (65 yaş ve üzeri) malnütrisyon durumlarının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of malnutrition status of geriatric patients (65 old and over) registered in the home health care unit of Recep Tayyip Erdoğan University education and Research Hospital,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('qRA6RgOaNW4nFasVwtDiYA','pt4lnzQ3ZGCUIza2Q_owQw')"
552637,YASER IŞIK,2019,"Polikistik over sendromlu genç yetişkin kadınlarda oksidatif stres parametresi tiyol / disülfid dengesinin, periodontal bulgular ve \'The internatıonal caries detection and assessment system (ICDAS ıı)\' kriterlerine göre diş çürüğü lezyonlarıyla birlikte değerlendirilmesi<br><span style='font-style: italic';>Evaluation of thiol / disulfide balance as a parameter of oxidative stress with periodontal findings and tooth decay in accordance with criteria of \'the international caries detection and assessment system (icdas II)\' in young adult women with polycystic ovarian syndrome",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('P9qcYVsoNxGv6dSkX8nrTA','xy3tGd2Jtwurmb_VP92UuQ')"
566755,GÖZDE SALİHOĞLU,2019,Bipolar bozukluk tanılı hastaların ötimik dönemde uyku parametrelerinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of sleep parameters in the euthymic period of patients with bipolar di̇sorder,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('OTXrCB-VG3fEidImubqFDw','GUDfYnd7uJNTf_IyO8fJEw')"
692225,AHMET KARAKAYA,2015,Kolonun divertiküler hastalığın tanı ve tedavisi<br><span style='font-style: italic';>Diagnosis and management of di̇verti̇kular disease of the colon,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('pU8Qqfj0ciCDIqaxYv2yeA','ZfI_Tk142NCjner8HCAR3A')"
497477,RAMAZAN GENGÖRÜ,2017,Oktojenaryen bireylerde üç boyutlu ve iki boyutlu ekokardiyografi ile ölçülen  ef\'nin karşılaştırılması<br><span style='font-style: italic';>Comparison of ef measured by three-dimensional and two-dimensional ecocardiography at octogenarian individuals,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('gcJugrvzWn8EuFit2XvFbQ','RC1opsHe3xQ4Ju-WMagXrg')"
497476,SEBİH ALP,2017,Pulmoner tromboemboli tanısı ile yatırılan hastalarda  sağ kalımı etkileyen faktörlerin belirlenmesi<br><span style='font-style: italic';>Identifying the factors that influence survival in patients hospitalized with pulmonary thromboembolism,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('GlEFGB_-YmDWkTG-46ZjRw','6qHWuRvGhTh3CbWI9-Le4A')"
536831,PINAR ÇAVRAR,2018,Pubertal androjenlerin adölesan erkeklerde beyin lateralizasyonu üzerine etkilerinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of the effects of pubertal androgens on brain lateralization in adolescent men,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('gsKLcnZ-xBBJ3BPaQyuBLA','0WI1Mzk6EmERHsvmmBGwLg')"
435730,MELTEM PUŞUROĞLU,2016,"Depresyon hastalarında obsesif inanışların, intihar düşüncesi ve biyolojik ritmle ilişkisi<br><span style='font-style: italic';>Relationship between obsessive beliefs, suicidal ideation and biological YRTHM in patients with major depressive disorder",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('CpgjYLLUYJiDw549evamkA','5pG1UM4o9NIdFTSQgTef_w')"
534286,OĞUZER USTA,2019,Preterm doğan çocuklarda 36. ay persentil eğrilerinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of 36th month percentile curves in premature children,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('b7n4DgqogMDZeVbRoDi5Ig','ZYeReYNenQP10Qxn18r0XQ')"
649532,VİJDAN YILDIZ ÖZKUL,2020,"Diz osteoartritli hastalarda nöropatik ağrının fonksiyonel kapasite, emosyonel durum, uyku kalitesi ve yaşam kalitesi üzerine etkisi<br><span style='font-style: italic';>Effect of neuropathic pain on functional capacity, emotional state, sleep quality and quality of life in patients with knee osteoarthritis",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('ijRB2Qe57YfS1h0X6baN7A','9wuT1mQqHNUuk5H60pKj7A')"
683605,HASAN BURAK TOPRAK,2021,COVID 19 hastalarında kritik hastaların saptanmasında kullanılan COVID- gram risk skorlamasının Türkiye popülasyonunda validasyonu<br><span style='font-style: italic';>COVID-gram risk score used in determining the critically illpatients in the COVID 19 patients validation in Turkey populations,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('FgyLFLeK75VXPLqtJJfk4g','yRkm57H9tfK-lIYKU9e05A')"
522948,İNANÇ ALİUSTAOĞLU,2018,Doktorların ani bebek ölümü sendromu hakkındaki bilgi ve davranışlarına etki eden faktörler<br><span style='font-style: italic';>Factors affecting physicians\' knowledge and behavior about sudden infant death syndrome,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('5LaOQpyhu7nqji_e9w-59w','6XaxP9F5VAazJ8nSDpIoQQ')"
549747,MEHMET BİRİNCİ,2019,"Kronik otitis media\'lı hastalarda periostin, fibronektin ve tenaskin-c seviyelerinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of periostin, fibronectin and  tenascin-c levels in patients with chronic otitis media",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('NjfnR2o6ptH7N7P_1895SQ','y7rNCnwpxpIA6i61EQ03Jg')"
616421,MEHMET GÖKHAN ASLAN,2012,Komplikasyonsuz fakoemülsifikasyon cerrahisi sonrası maküla değişikliklerinin optik koherens tomografi ile değerlendirilmesi<br><span style='font-style: italic';>Evaluation of macular changes by optical coherence tomography after non-complicated phacoemulsification surgery,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('kDpSoYxwpXaLQ-bFIxXIWA','CIJ7AtY7LXFXvb8lqArw5Q')"
669980,SELİM POLAT,2014,"Migren türü baş ağrısı olan hastalarda anksiyete duyarlılığı, aleksitimi, öfke ve bedensel duyumları büyütme<br><span style='font-style: italic';>Anxiety sensitivity, alexithymia, anger and somatosensory amplification in patients with migraine type headache",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology ; Psikiyatri = Psychiatry," onclick=tezDetay('9LMzu7zE-B21aVvtyXmPng','tATgNIME_kZ_1QetRc-VPA')"
706653,KEREM UZUN,2021,Erken çocukluk çağı dönemı̇ndekı̇ çocuklarda vücut kı̇tle ı̇ndeksı̇nı̇n vı̇tamı̇n B12 ve 25(OH)D vı̇tamı̇nı̇ düzeylerı̇ ı̇le ı̇lı̇şkı̇sı̇nı̇n ı̇ncelenmesı̇: Rı̇ze ı̇lı̇ örneğı̇<br><span style='font-style: italic';>Investigation of the relationship between body mass index with vitamin B12 and 25(OH)D vitamin levels on children in early childhood period: Rize province example,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('g169zwnJ5fKvWzSW1kRXTQ','HLkiR4HCQC6ZEzmvBFI6GA')"
625452,HAMDULLAH SAYILAN,2020,Polikistik böbrek hastalarında ambulatuvar kan basıncı monitorizasyonu sonuçlarının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of ambulatory blood pressure monitorization results in polycystic kidney patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nefroloji = Nephrology," onclick=tezDetay('Mn3UcDZZ-QjVL-lKNiYvZA','r7AV2OOO93z8B_niwORP_g')"
